Geneset	Gene	qvalue
GO_GROWTH_FACTOR_ACTIVITY	IL2 TDGF1 NENF GMFG NODAL IGF1 CSF1 F2 IL12B LEP INHBC GDF9 FIGF IL3 AREG THBS4 FGF22 FGF10 BMP4 GDF3 LACRT PDGFC PDGFD AMBN BMP8A RABEP1 EFEMP1 ARTN BDNF OGN TFF1 BMP3 CTGF NTF4 FGF1 OSM FGF2 OSGIN1 IL5 MANF FGF9 GDF7 IL6 BMP10 GDF11 INHA HDGF PSPN FGF4 FGF14 MIA GDNF CSPG5 CSF2 PROK1 LEFTY2 NDP GDF5 VEGFB FGF5 NRG4 IL12A REG1A TDGF1P3 EREG JAG1 FGF20 TGFB1 PGF GDF10 NGF AGT NRG2 AMELX CDNF GH1 INHBA BMP6 EPGN NRG3 IL10 BMP15 CSF3 MDK AMH TIMP1 BMP8B BMP1 LEFTY1 FGF21 WISP3 FGF23 VGF NRTN PDGFA FGF19 ENDOU VEGFC GDF6 BTC LIF FGF7 INHBE FGF18 PPBP BMP5 FGF12 FGF6 FGF3 BMP2 THPO TGFB2 CLCF1 IL11 NOV DKK1 INHBB KITLG JAG2 HDGFRP3 CECR1 PDGFB IL4 MSTN TYMP BMP7 VEGFA GRN CNTF TGFB3 FGF11 GPI GDF1 CD320 MACC1 HGF PTN EGF NUDT6 HBEGF IL7 ANGPTL3 FGF8 GDF15 IL34 GDF2 CXCL12 NTF3 RABEP2 FGF13 GFER FGF16 CXCL1 IGF2 GMFB FGF17 TGFA IL9 NRG1 CLEC11A	3.98140828960421e-05
GO_INTERFERON_GAMMA_PRODUCTION	AZI2 F2RL1 IL18 TLR4 IL12RB2 BTN3A1 EOMES IL12B TRIM27 VTCN1 GATA3 ITK BTN3A2 AVPR2 LILRB1	3.98140828960421e-05
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	POMC GLRB OPRM1 SORCS2 NTSR1 PYY3 PRLHR HCRTR1 NPS PPYR1 GLRA4 RXFP3 LTB4R2 GALR3 GPR44 NPB RXFP4 PENK AGRP GPR143 GRP HCRTR2 SSTR2 GPR84 PYY NPFF CYSLTR2 NPBWR1 NPFFR1 SCG5 TAC1 OPRL1 SORCS1 NPY2R OPRD1 MC2R CYSLTR1 PROKR2 SSTR1 GLRA2 PROKR1 NXPH3 NPBWR2 CARTPT QRFP GPR1 SORCS3 GPR149 ODZ1 GAL NPFFR2 NMUR2 PNOC NPY CALCA NMUR1 CPE KISS1R UTS2R TAC3 RAPGEF2 NPY5R NPPA NMS PROK2 NMU NPSR1 OPRK1 LTB4R PYY2 ECEL1 NXPH4 GLRA3 PTH2 NTSR2 PPY QRFPR MCHR2 HCRT PDYN PMCH GLRA1 NXPH2 NPW GALR1 GPR83 GALP MCHR1 UCN ADCYAP1 PCSK1N GPR139 NMB NPY1R NPY6R NPVF CRCP SORT1 GALR2	4.02751067220689e-05
GO_REGULATION_OF_VASOCONSTRICTION	DBH OXTR APLN PTGER3 LEP EDN2 PTAFR KCNA5 FGG PRKCQ AVPR1B CX3CL1 EDN3 TACR1 PTGS1 ADRA1A ATP1A2 NOS1 DOCK5 P2RX1 DRD1 HTR2A AVPR1A AVP ACE TRPM4 PTGS2 KCNMB4 SMTNL1 ICAM1 AGTR1 ADRA2A PER2 ACCN1 BMPR2 FGA FGB GJA5 HRH1 ADRA1D ECE1 SHC1 ADRA2C UTS2R CAV1 ADM ACE2 TBXA2R ALOX5 BDKRB2 CHRM1 AKT1 CD38 NPY1R HRH2 ADRA1B EDN1 F2R HIF1A ADRA2B GJA1 AGT DOCK4 KCNMB2 AVPR2 CHRM3	4.26400888585662e-05
GO_MAST_CELL_ACTIVATION	LCP2 RASGRP1 KIT GATA2 LAT2 RHOH CHGA PIK3CG LYN MILR1 CPLX2 NDRG1 LAT NR4A3 MRGPRX2 SNAP23 S100A13 S100A12 PLA2G3 FCER1G PIK3CD	4.44838745893054e-05
GO_ACTIN_BASED_CELL_PROJECTION	CDHR5 STRCP1 GRXCR1 GRXCR2 EPHB1 LHFPL5 ARL4C LOXHD1 MYO15A HOMER2 SPATA13 MSN USH1C TEK RAPH1 MYO1A ATP8B1 DPEP1 NEDD4 DCXR CRB1 TPRN NGDN FMR1 MTM1 AKAP5 AOC3 RDX ACTN2 ITGA3 ATP6V1B2 KIAA1598 NLGN1 TWF2 MYO7B ATP6V1B1 GPM6A AP2A1 ATP6V1E1 CD302 FGF13 DOCK4 MYO5A CLIC4 USH2A PTPRZ1 NFASC WWOX RAPGEF3 VASP EPHA4 DNALI1 TBC1D10A HYAL2 LRRC7 CA2 ACTA2 PALM OSBPL3 CLIC5 APP ITGB3 VIL1 ENPP7 PDGFA ERMN SRCIN1 ARF6 ELMOD3 RUFY3 KIF13B UBE2K TMC1 MYO7A MYO1B MYO1C FZD3 MYO1G MUC20 CXADR MYO6 PCDH15 S100P PPP1R9B ACTC1 WASH3P TBC1D10C PROM1 TRPV4 EZR PLS3 PDPN ESPN CDH23 CDK5 VCAM1 TIAM2 PROM2 CLRN1 ODZ2 ANTXR1 DMD FARP1 LY6G6D UBE2Q1 ABI2 INPPL1 AKR1B1 CTSL2 ATP6V1A CDHR2 FZD9 MUC17 ACTA1 CEACAM16 SCARB1 TWF1 SLC4A7 TSPEAR SLC9A3R1 APBB1 ANKS4B CNP KPTN EXOC4 FAM65B LIPC ACPP TGFB1 PLEKHG6 FSCN2 CLCA1 ENAH CIB2 OXTR FMN2 DFNB31 FAT1 DAG1 ACTG2 EPS8 GPR124 LRRK2 LCP1 IGF2BP1 GIF SLC10A2 SLC27A4 PDZK1 GAP43 ADCY6 ITGAV FOXA1 CIB1 UTRN BAIAP2 ITGB1 TMC2 IQGAP2 ABI1 CA9 PPP1R9A NF2 MYO10 AQP5 MPP1 FGD4 CDC42 DYNC1H1 MYO3A STARD10 SYNE2 GPR98 B4GALT1 DEF6 TTYH1 STRC ANGPT1 PODXL FSCN1 CTNNB1	4.55153671451689e-05
GO_CYTOKINE_PRODUCTION	NFATC2IP IL31RA BCL10 SLAMF1 HEG1 TRIM56 ITK C13orf15 TRIM27 PIK3CD LILRB1 DENND1B NFATC2 IL25 PNP LEP NOTCH1 RBPJ PTAFR PAWR TUSC2 IL12B S100A8 PCSK5 PLA2G1B GBP5 DBH VTCN1 SLC11A1 CCR7 CD46 IRF7 NFAT5 TREM1 BTN3A1 LTBP3 GPAM S100A13 RAB1A GAS6 C20orf160 NR1H4 TMEM173 S100A12 IL17F BTN3A2 NLRP3 CHI3L1 F2RL1 TXK PRKCD LIPA IL4 ADAMTS3 FOXP1 S1PR3 PTGS2 CHGA CD36 IFNAR1 MAF SIRT1 CD28 TLR2 AIM2 MR1 IL1B PLA2R1 PYDC1 HSPD1 TLR6 CD4 TBK1 TNFSF4 CEBPE HMGB1 ABCA1 CD226 IRF3 IL12RB2 SEH1L IL18 CAMK4 RASGRP1 IDO1 FABP4 GATA3 GPR56 EOMES CASP1 TLR4 NOD2 NOX5 IRAK4 NLRC4 DLG1 S100A9 RFTN1 CD55 CXCR3 CCL19 AGT CMA1 NOS2 AVPR2 KLRF2 FOXP3 ASH1L LCP2 IL19 AZI2 HIF1A NOD1 KIT WNT11 BATF TLR9 LYN STOML2 PIK3CG	4.60550008376125e-05
GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	IL12RB1 PDCD1LG2 NR1H4 CD244 IL1RL1 HLA-DPA1 CD276 XCL1 HLA-DRB5 GAS6 PDE4D RIPK3 LGALS9 PTPN22 LTA TXK CCR2 RIPK2 IL20RB HLA-DRB3 SASH3 IL27RA IL36RN ZC3H12A IL18R1 PRNP ISG15 TLR8 WNT5A SLAMF1 KLRC4-KLRK1 IL2 FZD5 LILRB1 AXL ISL1 SLAMF6 PGLYRP3 HLA-DRB4 TLR7 IL12B PDE4B IL33 CCR7 SLC11A1 TLR4 BCL3 HLA-DRB1 IL12A C1QBP CEBPG PYCARD PGLYRP2 IL27 IRF8 HRAS HAVCR2 CD274 CD14 IL23A RLTPR FOXP3 ZFPM1 CD2 INHBA TNF TLR9 IL10 PGLYRP1 IFNAR1 TNFSF9 RARA ZP3 FADD ABL1 HSPD1 TLR3 PYDC1 IL1B CD3E HLA-A HMGB1 TNFSF4 IL23R IL18 IL12RB2 TICAM2 INHA TNFRSF13C RASGRP1 GATA3 HLA-DPB1 EBI3 SCGB1A1 IL21 KLRK1 IL29	5.03041178761738e-05
GO_APPENDAGE_DEVELOPMENT	HDAC2 FGFR1 BMPR1B PITX2 MSX2 B9D1 SALL3 MEGF8 OSR2 LRP5 C2CD3 HOXC10 ROR2 LMBR1 RDH10 SALL1 HOXA9 ALDH1A2 HOXA11 RNF165 GNAS HOXA10 HOXD10 PRRX1 TWIST1 TMEM107 SHOX2 SLC39A3 SALL4 PBX2 MYH3 IFT122 ATRX TFAP2A LRP4 ZBTB16 PTCH1 GDF5 BMPR2 RSPO2 C6orf170 MMP13 FGF4 GJA5 PBX1 DLX5 ALX4 RARA TFAP2B ALX3 FGF9 MSX1 CACNA1C RECK TBX4 HOXC13 SMOC1 BAK1 SOX9 HOXD9 MED31 ITGA6 EN1 TBX3 C1orf172 TP63 FZD6 C5orf42 LEF1 WNT3 SOX11 BMP4 CTNNB1 MED1 TULP3 FOXN1 ACD FGF10 SKI ZNF141 PCSK5 TBX2 IFT140 RARB COMP GREM1 DYNC2H1 OSR1 WNT7A ALX1 MEOX2 PITX1 FLVCR1 SHH HOXD13 IFT52 CRABP2 RC3H2 EVX2 PLXNA2 SP9 RUNX2 KRT84 GJA1 IFT172 ZNF358 CYP26B1 TRAF3IP1 RARG NOG BMPR1A HDAC1 TBX5 FGF8 RAX RSPO4 GNA12 GRHL2 HOXD12 BAX FGFR2 ECE1 WDPCP SP8 NIPBL BCL2L11 MKS1 SOX4 MYCN IMPAD1 PSEN1 GLI2 COL2A1 PKDCC BMP7 AFF3 ITGB4 DLX6 HAND2 HOXC11 WNT9A KIAA1715 FMN1 INTU DKK1 GPC3 SFRP2 RPGRIP1L SMAD4 GLI3 FBXW4 GNAQ PAM FRAS1 CHD7 FBN2 CHST11 ASPH NR2F2 BBS7 NOTCH1 SEMA3C WDR19 CREBBP SLC39A1 MBNL1 WNT5A SCXB IHH	5.08982796101598e-05
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	HAVCR2 TGFB1 IL12A PAXIP1 TLR4 IL10 SERPINB4 BCL6 DUSP22 IL23R VAMP8 SUSD4 PDPK1 HMGB1 SNX6 IL1B TAP1 FGR HSPD1 ZP3 GAB2 VAV1 KLRK1 PIK3R6 SH2D1A STAT5B RAC2 HPX TBX21 LTA PVR HLA-E RIPK3 IL13RA2 SERPINB9 XCL1 CLEC4G IL12RB1 C4BPB STX7 FCER1A IFNA2 AP1G1 JAK3 CCR2 F2RL1 APLF HMOX1 FZD5 PRAM1 IL2 P2RX7 UNC13D RABGEF1 FOXF1 IL12B MALT1 LEP IFNB1 PTAFR STAP1 TRAF6 NOS2 B2M IL13 CR1 HLA-B PTPRC THOC1 CADM1 FES LYN C4BPA TNF STAT6 FOXJ1 C10orf54 BTK IGF2 FOXP3 SYK IL23A CCL2 ARRB2 TNFSF4 PVRL2 HLA-A CD226 STXBP2 VAMP3 STX4 TLR3 CLC FADD PTPN6 LAMP1 CD28 ZBTB1 IL21 SH2D1B MICA CEACAM1 BST2 WHSC1 GATA3 RASGRP1 VAMP2 C3 TNFSF13 CLCF1 ADORA2B RSAD2 LGALS9 FCER1G WAS MAP3K7 PRKCZ IL7R PPP3CB HFE EXOSC3 UNG SPN CD40 IL4 SUPT6H SNX4 CD84 ABR CD300A TRAF2 C12orf4 IL27RA TRPM4 SASH3 FER ICAM1 NCR3 NLRP3 VAMP7 IL20RB IFNG BCR ZAP70 LILRB1 CRTAM NDFIP1 FCER2 SLAMF1 NCR1 KLRC4-KLRK1 IL4R MSH6 LAG3 AGER SLAMF6	5.33348327864176e-05
GO_NEURAL_CREST_CELL_DIFFERENTIATION	SEMA4D SOX8 FOXC1 WNT10A GDNF HTR2B BMPR1A PHOX2B SEMA6A LRP6 OVOL2 SEMA4G SMO CYP26C1 ZEB2 HIF1A RDH10 ALDH1A2 SHH SOX10 PITX2 NRG1 EDN1 FOLR1 SEMA3B EFNB1 SEMA5A SNAI2 EDNRB SEMA3G SEMA3F JAG1 FOXC2 PHACTR4 TWIST1 WNT8A MAPK1 FGF19 LAMA5 SEMA3A FRZB SEMA6C SEMA6B ISL1 NRP1 GSC ACVR1 SEMA4F SEMA7A HES1 SEMA4A CORO1C SEMA3C MAPK3 RET ERBB4 NRTN EDN3 SOX9 EDNRA SEMA3D KITLG SEMA3E TBX1 SEMA4C SEMA5B SMAD4 GBX2 SEMA4B MEF2C SFRP1 HAND2 LEF1 SEMA6D SOX11	5.36276162115801e-05
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TSC1 IL4 FOXP1 IL18R1 CD1C IFNG VAMP7 ITFG2 RORC ICAM1 FCER1G PLA2G3 GBF1 GPR183 EXOSC3 MRGPRX2 ANXA3 S100A13 CD180 LBP IFNA8 PPBP MSH6 CORO1A SLAMF6 LFNG RPS6 PLCL2 NKX2-3 PIK3CD ZAP70 IFNA6 LILRB1 LIG4 SLAMF1 IFNA5 PTGER4 RC3H2 IFNK SBNO2 LYN MILR1 RNF8 IFNA7 ZFPM1 RC3H1 RNF168 SYK STAT6 KIT BATF IFNA10 TYROBP RORA STXBP3 LAT BCL3 CLEC7A MSH2 PRKCE ITGAL LAT2 GATA3 SH2D1B CLEC4E EXOSC6 VAMP2 EXO1 RASGRP1 PI4K2A STXBP2 TLR3 PSEN1 NR4A3 IFNA16 CPLX2 CX3CR1 LY9 ABL1 APBB1IP IFNA14 IFNA2 TNFSF18 CHGA CDH17 IFNA1 F2RL1 PTK2B C8orf4 GAPT LEF1 CCL3 CD40LG CD244 NBN SLC11A1 IFNE IFNB1 DLL1 CLEC4D IFNA13 IL12B PLCG2 LCP1 IFNA4 ADA MLH1 UNC13D DOCK2 ATP7A SEMA4A PIK3CG SWAP70 RELB CD86 TICAM1 EIF2AK4 IRF4 KLRF2 HAVCR2 EOMES SNAP23 AICDA TLR4 PYCARD GATA2 RAB27A MFNG HSPD1 PYDC1 IFNA21 VAMP8 ERCC1 IFNA17 IL6 HMGB1 NOTCH2 LGALS1 IFNW1	5.47153970545584e-05
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	APOC2 RASGRP4 AGT SELE ADCYAP1R1 GNA15 ARL1 PRKCE LPAR2 GPR55 FGFR1 LRP1 C5AR1 KIT PLA2R1 HPCA PDPK1 NMUR1 LPAR1 ANG ABL1 FGF2 CALCR PLA2G5 HTR2B ANGPTL3 RASGRP1 FGFR2 ESR1 PDGFRA FLT1 AGTR1 GNAQ SNCA PRKCZ RGS2 HTR2A AVPR1A CCL5 EGFR PLCB2 ARF4 GNA13 EDNRA TXK NMUR2 ANXA1 ANXA8 ARHGAP6 PRKCD ABL2 ITK ADRA1A MARCKS PPT1 CYR61 BICD1 S1PR4 FGFR3 PTAFR CAMK2B PDGFRB AVPR1B PLA2G1B	5.48573184476923e-05
GO_CATECHOLAMINE_BIOSYNTHETIC_PROCESS	GATA3 GCH1 DBH DAO NR4A2 HDC DDC AGTR2 PNMT TGFB2 HAND2 CRHR2 GPR37 PAH TH SLC6A3 INSM1 SNCA	5.78705492258028e-05
GO_METANEPHROS_DEVELOPMENT	FOXC2 SIX1 ID2 LHX1 WNT4 ADIPOQ SHH BCL2 OSR2 FOXJ1 RDH10 IRX1 SALL1 SIX2 HOXA11 APH1A PKD2 HES5 SMO TCF21 CITED1 NF1 ID3 TFAP2B ITGA8 ACAT1 NKX3-1 PAX2 FGF8 PTCH1 GATA3 SOX8 GDF11 WT1 SIX4 GDNF PAX8 NIPBL PDGFRA FBN1 HOXC11 FMN1 WNT7B GPC3 BASP1 BMP4 SMAD4 CTNNB1 GLI3 STAT1 PDGFB PKD1 IRX2 DLG5 BMP7 AGTR2 WNT9B SOX9 IRX3 FOXD1 ROBO2 CTSH CALB1 AQP2 CD34 GREM1 LAMB2 RET OSR1 HES1 KIF26B NPHS2 EYA1 FRAS1 LGR4 SPRY1 FGF10 PDGFRB POU3F3 EGR1 UMOD	5.79174763699999e-05
GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	AGTR1 PLA2G10 PF4 CD36 MSR1 ABCA5 ABCG1 NFKB1 AGT NR1H2 PPARG ABCA1 CETP LPL ITGAV CSF1 PRKCH PPARA NR1H3 CSF2 NFKBIA ALOX15B MAPK9 ITGB3 PLA2G2A APOB CRP ADIPOQ	5.867746208577e-05
GO_PROTEIN_TYROSINE_KINASE_ACTIVITY	DYRK4 JAK3 PRKCD PTK2B EPHA7 WEE1 FGF1 MAP2K2 EGFR JAK2 JAK1 CSF1R TIE1 MAP2K7 IGF2R DDR1 TEC EFEMP1 PTK6 PDGFRA EIF2AK2 FLT1 SRC NRP1 FGFR3 SRMS IL3 DDR2 NEK1 ERBB3 NRP2 INSR MAP2K4 HCK EPHA2 FGF10 PEAK1 FGF22 CDC37 FLT4 MAP2K1 CSF2RB EPHA3 CSK INSRR CLK3 STAT5A ERLIN2 EPHA1 TWF1 EPHB6 CLK1 DYRK3 NRG2 ROR2 TESK1 FGFR1 FGFR4 PTK2 CLK2 TNK2 FLT3 MELK SGK223 NRG4 FGF5 NPTN TTK ALK CAMKK2 FGF20 WEE2 TTN EREG CSF2 PDGFRL FGF4 EPHA8 NTRK3 STAT5B DSTYK BAZ1B DYRK2 DYRK1B FGF9 IL5 FGF2 TRIM24 FGR RYK BCR RIPK2 TXK CSF2RA ABL2 FER PKDCC FGF3 IL3RA EPHA5 ERBB2 NTRK1 TYRO3 MST1R EPHB2 NTRK2 FGF7 KDR BTC BLK BMX PDGFRB TNK1 MAP2K6 FGF6 CUX1 FGF18 FGFR1OP2 STK16 EFNA3 EFNA4 IGF1R EPHB4 TRIM27 STYK1 ITK RET ERBB4 EFNB3 ZAP70 FGF23 AXL DYRK1A SYK CRIM1 FGF17 IL5RA MUSK BTK KIT FGF16 ZMYM2 LCK EPHA10 NRG1 LTK FGFR1OP MET CLK4 HSP90AA1 FRK LYN FES YES1 ROR1 MATK EPHA4 MERTK TESK2 MAP2K3 HBEGF FGFR2 EGF SCYL1 CNTRL EPHB3 FGF8 EPHB1 MAP2K5 EPHA6 FGFRL1 ABL1 TYK2 FYN ROS1 TEK	5.93100109638151e-05
GO_ACTION_POTENTIAL	SCN7A FGF12 KCNE1L GPER CACNA1B CACNA1S MYH14 NRCAM SCN1B SNTA1 KCNA5 SCN3B GNA11 CHRNB4 CACNA2D1 SCN4A CACNA1E ANK2 ATP1A2 KCNB1 SRI ANK3 CLDN19 P2RX1 CACNA1G DRD1 KCNJ2 CATSPER2 PKP2 TPCN1 KCNE2 SCN11A SLC8A1 KCNMB4 P2RX3 CATSPER1 RYR2 CHRNA4 CATSPER4 HCN4 ATP1A1 KCNQ1 GNAQ CACNA1F SCN1A CHRNA1 TPCN2 KCNH2 NUP155 SCN10A DMD GJA5 KCND2 CACNA1I AKAP7 CLN3 AKAP6 SCN2A SCN3A CNTNAP1 P2RX4 CACNA1C GRIK2 KCNE1 CHRNB2 CATSPER3 SCN4B YWHAE CACNA1D KCNA1 KCNA2 CACNB2 ATP1B1 GJC1 FKBP1B CACNB4 SCN2B CLCN1 CAV3 KCNMB3 GJD2 YWHAH SCN5A GJA1 CACNA1H KCNMB2 GPR88 GLRA1 CACNA1A NEDD4L NALCN SCN9A SCN8A GPD1L	6.22107571509344e-05
GO_ENDOTHELIAL_CELL_DIFFERENTIATION	RAP2C PDE2A MET COL18A1 RDX TJP1 NRG1 KDM6B TNMD ARHGEF26 RAPGEF3 CLIC4 JAG1 MLLT4 F11R EDF1 PTN STC1 BMPR2 GSTM3 MSN CCM2 RAPGEF2 ICAM1 SOX17 HAPLN2 F2RL1 ACVRL1 GPX1 PROX1 S1PR1 NOTCH4 SCUBE1 MYADM RAB1B SMAD4 CTNNB1 RAPGEF6 RAB1A SOX18 EZR ENG HOXB5 WNT7B RAP1A RAP2B PDE4D SETP18 NR2F2 LAMA5 NRP1 DLL1 RBPJ TMEM100 NOTCH1 PPP1R16B PLOD3 ACVR1 VEZF1 RAPGEF1 RAP1B HEY2 MESP1 TJP2 HEG1 MARVELD2 BMPER ACVR2B HEY1 PTPRS WNT7A ID1	6.27826380257065e-05
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	EMP2 ADRB3 CYP4F2 GJA1 CMA1 AGT SLC2A5 AVPR2 ATP6AP2 CTSZ F2R POSTN MME ADRB1 SERPINF2 ADRA1B EDN1 SOD2 CORIN REN NAV2 C12orf39 NOX1 CYBA CYP4A11 NPPA ADAMTS16 DRD2 P2RX2 UTS2R DRD3 SLC4A5 ACE2 ADRB2 WNK1 GJA5 TNNI3 DRD5 ADRA1D ECE1 NOS3 ACCN1 BMPR2 MECP2 CYP11B2 AGTR1 GAS6 NCALD PDE4D DDAH1 PLCB3 CPA3 ENG PRCP CTSG KCNK6 F2RL1 RASL10B CALCA AGTR2 HSD11B2 AVP ACE AVPR1A PDGFB PTPRO UTS2 NTSR1 EDN3 TACR1 RPS6KA2 ADRA1A NKX2-1 EDN2 AVPR1B CYP4F12 GSK3A OR51E2 PCSK5 ENPEP OXTR BBS4 TPM1 ADORA1	6.27826380257065e-05
GO_HEART_VALVE_FORMATION	HEY2 HEY1 EFNA1 TBX20 ERG GJA5 DCHS1 SCXB ZFPM1 NOTCH1 SMAD4 SOX9 OLFM1	6.48097993005495e-05
GO_BLOOD_VESSEL_REMODELING	ATP7A EPAS1 AXL ATG5 SEMA3C ACVR2B CSRP3 NOL3 NOS3 FOXC1 BAX RSPO3 RBPJ LIF BGN FGF8 FGF10 BMPR2 DBH HOXA3 MEF2C TGFB2 JAG1 FOXC2 AGT MDM2 AGTR2 BAK1 CCR2 DLL4 ACVRL1 ACE	6.60782646593381e-05
GO_REGULATION_OF_AXONOGENESIS	LOC100507050 LPAR3 LRRC4C ARHGEF1 WNT7A PTEN SEMA4A MBP SYNGAP1 MAP2K1 ROBO1 CTTN APOE IFRD1 STK11 RNF6 SSH2 ULK2 SEMA4F SEMA7A SEMA6C XK EP300 NRCAM LINGO1 SEMA6B NRP1 RND2 SLIT3 WNT3 NEFL SLIT1 NTN1 TNR SEMA5B OMG PLXNB2 SEMA4B ISLR2 PTPRO PLXNB1 MAP2K2 SEMA4C EPHA7 BDNF OGN SEMA3D METRN BRAF PLXNA3 ROBO2 MAPT CCR2 POU3F2 EFNA5 TNFRSF12A WNT3A MAG TTL CDH2 BCL11A SIPA1L1 RTN4R L1CAM BARHL2 EFNA1 LRP4 BMPR2 SEMA6A CDK5 EPYC NTRK3 NDEL1 C1orf187 TRPV2 SSH1 DPYSL2 SPG20 CACNA1A FN1 WDR36 SHOX2 NGF MARK2 OLFM1 ARHGDIA GDI1 SEMA3F DAB1 PTK2 RTN4 SEMA3B MEGF8 PLXNB3 CLASP2 ZEB2 GRIN1 ADNP MACF1 CDK5R1 STK25 SSH3 KIF13B SEMA3C RUFY3 RET UST WNT5A DNM2 SRF GSK3B RHOA DCC THY1 ANAPC2 SEMA3A TIAM1 NTRK2 AMIGO1 EPHB2 NGFR CDH4 SKIL SEMA6D CNTN2 PLXND1 SLIT2 ILK TBR1 GOLGA4 VEGFA NKX6-1 PLXNC1 SEMA3E RAB11A CDKL5 LIMK1 ARHGAP4 ABL1 SEMA4G CHN1 PSEN1 DISC1 PLXNA4 RAB21 EPHB3 SEMA4D FGF13 FMOD MT3 SEMA5A PAFAH1B1 SEMA3G IST1 EPHA4 SPP1 DSCAM CXCL12 FEZF2 CRABP2 NRG1 FSTL4 KEL PLXNA1 TWF2 MAP1B KIAA1598 PLXNA2	6.63081316167196e-05
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	SPOCK1 CACNA1A HOXD10 MNX1 EOMES BCL11B LHX1 NRXN1 DBX1 FZD1 SALL3 LHX8 PTK2 FGFR1 PHLDA1 NKX6-2 SALL1 INHBA HOXC10 ZEB2 SMO RAPGEF2 RYK TSKU DRD2 GDF7 WNT1 AGTPBP1 CBLN1 FBXO45 MDGA2 EVX1 SLC4A10 LHX3 LHX6 WNT3A NR2E1 GATA2 LRP6 CDK5 GBX1 PTCH1 LBX1 PHOX2B C1orf187 NDEL1 LDB1 SLIT1 UQCRQ LEF1 SLIT3 POU3F4 GBX2 TULP3 SHANK3 DLX2 ATP2B2 PROX1 CSF1R GABRB1 LMO4 TCTN1 NPY SPTBN4 HERC1 PLXNA3 ROBO2 WNT2 PTEN SATB2 TBX20 WNT7A DYNC2H1 ID4 POU4F1 ROBO1 ATP7A DRD1 OLIG3 BTG2 NRP1 SZT2 SCN1B ARX LEP NKX2-1 ABT1 LHX5 IFT172 NFIB MTPN CDH11 LHX4 AXIN1 RAC3 HPRT1 RORA EPHA4 PAFAH1B1 TAL1 ZNF335 FEZF2 SHH MDGA1 FAIM2 DLL4 MAP2 FOXN4 OTP PAX7 SOX4 DMRT3 GLI2 UNCX PSEN1 CHRNB2 GRID2 FGF8 EPHB3 CHD5 DISC1 PLXNA4 EPHB1 UNC5D ZC4H2 FGFR2 OLIG2 GIGYF2 ISL2 EMX1 EPHB2 GBA2 GSX2 LMX1A GNAQ TBR1 GSX1 GDPD5 SLIT2 GLI3 DCLK1 CNTN2 SUFU RAC1 KNDC1 PAX6 ATF5 CEND1 NKX6-1 DLX1 ERBB4 DCX CLN8 DCLK2 PHOX2A OGDH WNT5A NKX2-2 SOX1 SMARCC2 DCC NR4A2 ISL1 NTRK2 SEMA3A ASCL1	6.92897684997011e-05
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	ADM ACE2 ADRA2C SHC1 UTS2R CAV1 AKT1 NPPA TBXA2R ALOX5 FGA RNF207 FGB HRC ADRA1D NOS3 EPHX2 ADRB2 CPS1 HRH1 GJA5 NOS2 AVPR2 GJA1 AGT VIP HSP90AA1 ALOX12 ADCYAP1 UCN NPY1R CD38 ADRB1 HRH2 ADRA1B EDN1 TACR3 PTPRM F2R ADA NKX2-5 NOS1 ADRA1A HMOX1 PTGS1 NPPC TACR1 EDN3 PPARD APLN KAT2B TPM1 GPER PTGER3 PLA2G6 DBH HEY2 OXTR FGG AVPR1B NOS1AP ESR2 SCPEP1 GSK3A OR51E2 SLC1A1 PTAFR EDN2 SCN3B TGFB2 ATP1A1 KCNQ1 PDE4D INS ATP2A2 RGS2 ADRA2A CRHR2 CTGF PTGS2 UTS2 CHGA AVP HTR2A AVPR1A TRPM4 SMTNL1 AGTR2 ICAM1 MTNR1B RYR2 F2RL1 CALCA	7.04228017860945e-05
GO_MONOAMINE_TRANSPORT	FCER1G NISCH PARK2 SLC22A3 SLC6A4 PICK1 SNCA P2RX1 PARK7 DRD1 SLC6A3 SLC22A2 FCER1A MECP2 SLC18A2 CHRM5 SYK SLC29A4 SLC18A1 SLC22A1 CADPS SLC6A2	7.04563901549719e-05
